drama_name,Genres,Tags,Episodes,start airing,end airing,Aired On,Original Network,Duration,score,scored by,Ranked,Popularity,Content Rating,Watchers,actors,platforms,imdb_rating,imdb_user_count,imdb_description,kdrama_id,year,director,screenwriter,country,type,tot_eps,duration,start_dt,end_dt,aired_on,org_net,content_rt,synopsis,rank,pop
Alchemy of Souls,"['action', 'historical', 'romance', 'fantasy']","['spirit', 'master/disciple relationship', 'transmigration', 'multiple mains', 'strong female lead', 'age gap [real life]', 'kind male lead', 'birth secret', 'assassin female lead', 'magical power ']",20,18-Jun-22,28-Aug-22,"['saturday', 'sunday']","['Netflix', 'tvN']",80.0,9.0,5137.0,36,313,15+ - Teens 15 or older,"26,708","['Lee Jae Wook', 'Jung So Min', 'Hwang Min Hyun', 'Shin Seung Ho', 'Yoo  Joon Sang', 'Oh Na Ra']",['Netflix'],8.6,"1,732","The fate of two people becomes twisted due to ""hwanhonsool"" (the soul of the dead return to the living).",c068c66062ad4822bfc94e93377ac2df,2022,['Park Joon Hwa'],"['Hong Jung Eun', 'Hong Mi Ran']",South Korea,Drama,20,4800.0,2022-06-18,2022-08-28,"Saturday, Sunday",Netflix tvN,15+ - Teens 15 or older,"Set in a fictional country called Daeho that does not exist in history or on maps, it is about the love and growth of young mages as they overcome their twisted fates due to a forbidden magic spell known as the ""alchemy of souls"", which allows souls to switch bodies.It follows the story of an elite assassin named Naksu, whose soul is accidentally trapped inside the weak body of Mu Deok—Jang Uk's servant from a powerful and noble mage family in the country. The young master of the Jang Family, Jang Uk, holds a dark secret about his scandalous birth. He wants the formidable assassin to help change his destiny.(Source: Soompi; The Korea Herald)",24,87
Alice,"['mystery', 'sci-fi', 'fantasy', 'melodrama']","['time travel', 'mother-son relationship', 'double identity', 'alexithymia', 'older woman/younger man', 'murder', 'police department setting', 'death of a mother', 'death of a father', 'detective male lead ']",16,28-Aug-20,24-Oct-20,"['friday', 'saturday']",['SBS'],70.0,7.4,4823.0,4638,798,15+ - Teens 15 or older,"13,022","['Kim Hee Sun', 'Joo Won', 'Kwak Shi Yang', 'Lee Da In', 'Kim  Sang Ho', 'Hwang Seung Eon']","['SBS World', 'Viki']",,,,3c4ad59c2a694f08976fa848135d9eb1,2020,['Baek Soo Chan'],['Kim Kyu Won'],South Korea,Drama,16,4200.0,2020-08-28,2020-10-24,"Friday, Saturday",SBS,15+ - Teens 15 or older,"In 2050, the organization Alice was formed as a way for humans to travel into another time and parallel world. Soon, however, the ""Book of Prophecy"" was discovered, which predicted the end of travelers. In an attempt to prevent the book from falling into the wrong hands, Alice sends Yoo Min Hyuk and Yoon Tae Yi to 1992 to retrieve it from the last known keeper of the book. It was during this mission that Tae Yi realized she was pregnant with Yoo Min Hyuk's child and decided to stay to raise their child and hid from Yoo Min Hyuk by changing her name to Park Sun Young.Park Jin Gyeom, the son of Park Sun Young, is a successful detective in 2020. His path crossed with the Yoon Tae Yi of this world, a physics professor specializing in quantum and temporal mechanics, and who looks exactly like his mother. The meeting of Park Jin Gyeom and Yoon Tae Yi was the start of their journey to rediscover the Book of Prophecy and their search for answers.(Source: Snoworld at MyDramaList)",6262,892
All About My Mom,"['romance', 'drama', 'family', 'melodrama']","['married couple', 'cancer', 'nice male lead', 'marriage', 'pregnancy ']",54,15-Aug-15,14-Feb-16,"['saturday', 'sunday']",['KBS2'],80.0,7.9,1374.0,2068,2745,Not Yet Rated,"3,297","['Eugene', 'Lee Sang Woo', 'Go Doo Shim', 'Kim Mi Sook', 'Choi  Tae Joon', 'Oh Min Suk']","['Viki', 'KBS World']",7.9,50,"Jin Ae has a love and hate relationship with her mother San Ok. She dreams of becoming independent from her family and especially from her mother. Jin Ae falls in love with Hoon Jae and marries him. Meanwhile, what awaits for Jin Ae is her new mother-in-law. While experiencing difficult times with her mother-in-law, Jin Ae begins to understand her mother San Ok for the first time.

—MyDramaList",4018f4d69b314d8f915bba7010a72d74,2015,['Lee Geon Joon'],['Yoon Kyung Ah'],South Korea,Drama,54,4800.0,2015-08-15,2016-02-14,"Saturday, Sunday",KBS2,Not Yet Rated,"Jin Ae has a love and hate relationship with her mother San Ok. She dreams of becoming independent from her family and especially from her mother. Jin Ae falls in love with Hoon Jae and marries him. Meanwhile, what awaits for Jin Ae is her new mother-in-law. While experiencing difficult times with her mother-in-law, Jin Ae begins to understand her mother San Ok for the first time. ",2658,3153
All of Us Are Dead,"['action', 'thriller', 'horror', 'sci-fi']","['survival', 'zombies', 'death', 'gore', 'school', 'virus', 'slight romance', 'zombie apocalypse', 'high school', 'suspense ']",12," Jan 28, 2022",,['friday'],['Netflix'],62.0,8.4,28371.0,396,149,18+ Restricted (violence & profanity),"43,658","['Park Ji Hoo', 'Yoon Chan Young', 'Jo Yi Hyun', 'Lomon', 'Yoo In Soo', 'Kim Byung Chul']",['Netflix'],7.5,"46,185",A high school becomes ground zero for a zombie virus outbreak. Trapped students must fight their way out or turn into one of the rabid infected.,fa66edaa18174140a493953f362adb82,2022,['Lee Jae Gyoo'],['Chun Sung Il'],South Korea,Drama,12,3720.0,"Jan 28, 2022","Jan 28, 2022",Friday,Netflix,18+ Restricted (violence & profanity),"A high school becomes ground zero for a zombie virus outbreak. Trapped students must fight their way out — or turn into one of the rabid infected.(Source: Netflix)~~ Adapted from the webtoon ""All of Us Are Dead"" (지금 우리 학교는) by Joo Dong Geun (주동근). ",509,94
Amanza,"['life', 'family', 'fantasy', 'melodrama']","['cancer', 'dream world', 'mixed live action-animation', 'tearjerker', 'adapted from a webtoon', 'adventure', 'web series', 'short length series', 'supportive girlfriend', 'mental illness ']",9,1-Sep-20,27-Oct-20,['tuesday'],['Daum Kakao TV'],15.0,8.3,741.0,740,2679,15+ - Teens 15 or older,"3,417","['Kim Ji Soo', 'Lee Seol', 'Oh Hyun Kyung', 'Yoo Seung Mok', 'Lee Jong Won', 'Shin Joo Hwan']",['Kakao TV'],,,,7cc1983251ea4f3796ec6b54a12838bb,2020,['Han Ji Won'],['Kwak Jae Min'],South Korea,Drama,10,900.0,2020-09-01,2020-11-03,Tuesday,Daum Kakao TV,15+ - Teens 15 or older,"A 26-year-old man’s life is turned upside down when he is diagnosed with terminal stomach cancer. As he struggles with the pain of his treatment and the realization that he never truly lived, he retreats into his imagination, to a magical forest where answers and miracles can be found.(Source: izone)~~ Adapted from the webtoon ""Big See"" by Kim Bo Tong. ",769,2803
Amor Fati,"['romance', 'drama']","['cancer', 'divorced female lead', 'single father', 'soap opera', 'family relationship', 'healing', 'infidelity', 'father-son relationship', 'divorce', 'terminal illness ']",120,12-Apr-21,1-Oct-21,"['monday', 'tuesday', 'wednesday', 'thursday', 'friday']",['SBS'],35.0,7.3,81.0,72047,9702,15+ - Teens 15 or older,446,"['Choi Jung Yoon', 'Ahn Jae Mo', 'Bae Seul Gi', 'Park Hyung Joon', 'Kim Jong Goo', 'Yoon Mi Ra']","['Prime Video', 'Viki']",,,,5bb14f14bf6f44569da21c59d3c505a0,2021,['Bae Tae Seop'],['Nam Sun Hye'],South Korea,Drama,120,2100.0,2021-04-12,2021-10-01,"Monday, Tuesday, Wednesday, Thursday, Friday",SBS,15+ - Teens 15 or older,A healing drama about the reset of the lives of people who stand up again in a moment of despair. A single woman fighting cancer and a penniless single father meet and depict a healing romance for both sides to heal each other's wounds.(Source: Naver) ,52574,10602
Andante,"['comedy', 'romance', 'youth', 'melodrama']","['bittersweet ending', 'terminal illness', 'countryside setting', 'transfer student', 'coming of age', 'student', 'drama ']",16,24-Sep-17,7-Jan-18,['sunday'],['KBS1'],60.0,7.5,3010.0,3969,1076,15+ - Teens 15 or older,"9,516","['Kai', 'Lee Ye Hyun', 'Kim Jin Kyung', 'Baek Chul Min', 'Jeon Mi Seon', 'Sung Byung Sook']",['Viki'],6.7,225,Moving to a new school is easy for a computer genius who skips school. But things change.,9141ee9f792348b598ea72b23be71fb5,2017,['Park Gi Ho'],"['Park Sun Ja', 'Kwon Ki Kyung']",South Korea,Drama,16,3600.0,2017-09-24,2018-01-07,Sunday,KBS1,15+ - Teens 15 or older,"City-bred high school student Lee Shi Kyung transfers to a school in the countryside. As he overcomes unfamiliar and terrifying experiences, he realizes the true meaning of life and love.(Source: KBS World) ",5941,1281
Angel's Last Mission: Love,"['comedy', 'romance', 'drama', 'fantasy']","['nice male lead', 'warm man/cold woman', 'orphan female lead', 'strong female lead', 'opposites attract', 'ballet', 'rich female lead', 'tearjerker', 'male chases female first', 'cohabitation ']",32,22-May-19,11-Jul-19,"['wednesday', 'thursday']",['KBS2'],35.0,8.5,28552.0,379,77,15+ - Teens 15 or older,"62,807","['Kim Myung Soo', 'Shin Hye Sun', 'Lee Dong Gun', 'Kim  Bo Mi', 'Woo Hee Jin', 'Gil Eun Hye']","['Viki', 'Apple TV', 'KBS World', 'Prime Video']",7.7,"2,098","Dan is a care-free angel who always gets into trouble. In order to return to heaven, he is tasked with a mission to find true love for a cold and single-minded ballerina Lee Yun Seo, but ends up falling for her himself.",3eb2d9b2312a4c2eb2501eac60db87b7,2019,['Lee Jung Sub'],['Choi Yoon Kyo'],South Korea,Drama,32,2100.0,2019-05-22,2019-07-11,"Wednesday, Thursday",KBS2,15+ - Teens 15 or older,"Lee Yeon Seo, is a cynical and arrogant ballerina. She is the prima ballerina, but after an accident she has to give up her dream. After her parents' sudden death, she doesn’t trust anyone since there are a lot of people lurking around her and her inherited money.  Because of her distrust and arrogance, she is unable to love anyone. Kim Dan is an optimistic, carefree angel who is always getting into trouble. In order to return to heaven, he is tasked with a mission to find true love for the talented but emotionally distant ballerina.",623,73
Angry Mom,"['comedy', 'drama', 'melodrama']","['independent female lead', 'mother-daughter relationship', 'high school', 'corruption', 'strong female lead', 'school bullying', 'double identity', 'sexual harassment', 'sexual assault', 'smart female lead ']",16,18-Mar-15,7-May-15,"['wednesday', 'thursday']",['MBC'],70.0,8.3,12858.0,652,311,15+ - Teens 15 or older,"26,985","['Kim Hee Sun', 'Kim Yoo Jung', 'Ji Hyun Woo', 'Kim Ji Soo', 'Baro', 'Kim Tae Hoon']","['Viki', 'Netflix']",7.5,529,"This drama is about Jo Gang-ja, a mother who was known as a tough girl in high school. Her daughter Ah-ran is bullied at school and when Gang-ja finds out, she makes it her responsibility to stop her daughter's bullying. She ends up becoming a high school student again.

—wendy mcknight",d6d3375f5dd448f6ba94ac10d3b5f597,2015,['Ashbun'],['Kim Ban Di'],South Korea,Drama,16,4200.0,2015-03-18,2015-05-07,"Wednesday, Thursday",MBC,15+ - Teens 15 or older,"The protagonist, Jo Kang Ja was once legendary for being the toughest, most feared troublemaker at her high school in Busan. Due to her pregnancy in her late teens, she drops out of school and tries to become a responsible mother to her daughter, Oh Ah Ran. Fast-forward to the present, Kang Ja is now 34 years old and Ah Ran is a teenager attending high school. The two have a contentious relationship, with Ah Ran ashamed of Kang Ja's unrefined ajumma manners.Meanwhile, in Myungsung High School, when Ah Ran befriends the class outcast Jin Yi Kyung, it makes her the target of the school bullies who make her life hell, yet she's too proud to tell her mother what's happening. When Kang Ja finds out that her daughter is getting bullied, she decides to take matters into her own hands. Unbeknownst to Ah Ran, Kang Ja enrolls in Myungsung High as an undercover student with the false name ""Jo Bang Wool"" to teach those bullies a lesson. But she ends up unraveling the darker problems within the educational system. Kang Ja makes it her mission to put a stop to the school violence, dig up the flaws of the education system, and school corruption at Myungsung High with the help of Ah Ran and naive, idealistic homeroom teacher Park No Ah.(Source: Wikipedia)",1089,379
Anna,"['thriller', 'drama']","['ripley syndrome', 'mental illness', 'antisocial personality disorder', 'miniseries', 'antihero', 'web series', 'suspense ']",6,24-Jun-22,8-Jul-22,['friday'],,60.0,7.9,2265.0,2005,1281,15+ - Teens 15 or older,"8,019","['Bae Suzy', 'Jung Eun Chae', 'Kim Joon Han', 'Park Ye Young', 'Heo Hyung Kyu', 'Kang Shin Chul']",[],7.5,288,"Yoo Mi is the woman who tells a small lie and ends up living someone else's life. Hyun Joo is a woman who lives her life holding herself above everyone, treating them with neither kindness nor malice. She has a subtly tense relationship with Yoo Mi. Ji Hoon is Yoo Mi's husband who is ambitious and future-oriented. Ji Won is a dependable senior who is the only person whom Yoo Mi trusts. (Source: Naver)

—mariamiteloro",b14f976f30dc4d6d881e1fc26ce900f9,2022,,,South Korea,Drama,6,3000.0,2022-06-24,2022-07-08,Friday,,15+ - Teens 15 or older,"Yoo Mi is the woman who tells a small lie and ends up living someone else’s life. Hyun Joo is a woman who lives her life holding herself above everyone, treating them with neither kindness nor malice. Shehas a subtly tense relationship with Yoo Mi. Ji Hoon is Yoo Mi’s husband who is ambitious and future-oriented. Ji Won is a dependable senior who is the only person whom Yoo Mi trusts.(Source: Naver)~~ Adapted from the novel ""Chinmilhan Ibangin"" (친밀한 이방인) by Jung Han Ah (정한아).",2920,1035
Another Miss Oh,"['comedy', 'romance', 'melodrama', 'supernatural']","['steamy kiss', 'mistaken identity', 'cold man/warm woman', 'precognition', 'healing', 'love/hate relationship', 'successful male lead', 'hardworking male lead', 'secondary couple', 'female chases male first ']",18,2-May-16,28-Jun-16,"['monday', 'tuesday']",['tvN'],70.0,8.2,23429.0,859,130,15+ - Teens 15 or older,"46,992","['Eric Mun', 'Seo Hyun Jin', 'Jeon Hye Bin', 'Ye Ji Won', 'Kim Ji Suk', 'Lee Jae Yoon']","['Disney+ Hotstar', 'WeTV', 'Netflix', 'K-DRAMA']",7.8,"1,903","A romantic television series about two women who not only share the same name Oh Hae Young but they also share a destiny with the same man, Park Do Kyung, who can see the future.",05f0727edfd3475f8e9e97c89617fa88,2016,['Song Hyun Wook'],"['Park Hae Young', 'Wi So Young']",South Korea,Drama,18,4200.0,2016-05-02,2016-06-28,"Monday, Tuesday",tvN,15+ - Teens 15 or older,"Two women, both named Oh Hae Young, find themselves constantly mixed up in each other’s lives because of their shared name. From confusion over boys and grades in high school to ending up in the same occupation and company as adults, they can't stop running into each other.And then there’s the man in their lives, a man with the ability to see into the future, a man who must decide which of these women he wants in it. Will these two women continue to find their lives entangled with each other? Or will they finally find a way to separate themselves from each other and become their own people?(Source: Apple TV)",1317,146
